,taxon,variable,test,statistic,p-value,mean_1,mean_3,mean_2,mean_4,mean_0,species_name,time_point
0,Dolosigranulum.pigrum,Severity,Kruskal-Wallis,6.834243271087416,0.14491131197189389,2.075981378400094,4.202318336159613,2.2434850218076,-3.143027914768728,3.6589518422168794,Dolosigranulum.pigrum,Prior
1,Moraxella.nonliquefaciens,Severity,Kruskal-Wallis,6.215763206435554,0.18360397832483125,3.8237497507237297,1.6871946877492705,2.6972895286187133,5.797370320981249,3.9526847715797504,Moraxella.nonliquefaciens,Prior
