,taxon,variable,test,statistic,p-value,mean_0,mean_1,mean_2,mean_3,mean_4,species_name,time_point
0,Dolosigranulum.pigrum,Severity,Kruskal-Wallis,7.161318083393496,0.12760494455953492,3.7369268216867417,2.3795817143146305,1.9562554384811477,2.8664376510519287,-4.575778447831511,Dolosigranulum.pigrum,Acute
1,Moraxella.nonliquefaciens,Severity,Kruskal-Wallis,9.152015897692195,0.05741011051205927,3.9621943008475413,4.284954943544427,2.702193925213168,1.639590531758624,5.605316604796452,Moraxella.nonliquefaciens,Acute
