,taxon,variable,test,statistic,p-value,mean_1,mean_0,mean_3,mean_2,mean_4,species_name
0,Dolosigranulum.pigrum,Severity,Kruskal-Wallis,19.585481264544,0.0006028350860235222,2.057246199400655,3.4685327795211007,3.0062943881998034,1.6976530819136226,-2.5708876864190096,Dolosigranulum.pigrum
1,Moraxella.nonliquefaciens,Severity,Kruskal-Wallis,16.60584156597963,0.0023051895550492136,4.085672902335991,3.5888067840945164,1.6350663400154293,2.511333762311667,2.7578105534584867,Moraxella.nonliquefaciens
