	PC1	PC2	PC3	PC4	PC5
3001092225-DNA	1.4470918191906907	12.327015502302006	-8.50084762912056	-2.951634740594695	6.140700718044561
3001206722-DNA	4.534111832829528	1.8076131593121625	5.644083549163612	8.094480896846262	14.071864674151586
3001336340-DNA	-10.657323098710394	-0.5678917098983088	2.530779117175672	-3.956520111471375	9.286715027692464
3001348320-DNA	-12.126622494286005	-2.84160095314813	-0.5793476907293493	3.438705260477877	-3.4172554943315143
3000879703-DNA	0.2417216536345691	7.681788529074997	-6.504757932608345	1.795702499964648	2.2033546129495414
3001099250-DNA	11.270147803783672	-7.113382551369009	7.623725047165149	2.1477102306351714	4.392125516522131
3001379508-DNA	6.432062635923898	3.4173252045177547	6.8246006762175675	-2.0998338618359127	-4.404012472303042
3001448375-DNA	-5.783676609579778	-4.110370816590126	2.4584398119312953	-2.4095653015919996	-1.489960068049513
3001090046-DNA	11.76278138720533	2.8700894073897887	-9.43809702634057	1.556077653276633	1.3292205702400193
3001226004-DNA	-8.199131005141854	-0.9795974168081578	-3.3817292185759116	4.330502153661052	1.6136295965055945
3001093745-DNA	10.064731582674298	5.257561886879545	-3.9672210707045314	3.849337266439295	-7.547063379004045
3001097048-DNA	-6.6579243509721255	5.0057703907722795	0.57941011190587	1.78717696430109	-8.451710830316465
3001428252-DNA	-11.001332620354534	-1.3142654124870734	-0.42881242232162525	-1.9576185014897354	-5.824557999298909
3001335449-DNA	2.677445049649211	-1.703832814096841	-1.3369322036964306	1.2442688109416413	-4.354440857849844
3001168541-DNA	8.389844376083076	2.466281786652044	7.0634467500775555	-2.1002781893144484	2.2259217166310066
3001370851-DNA	10.381269117621152	-8.72481509367057	1.1853328155703893	6.095645914010898	-5.421747687074867
3001335441-DNA	-3.2739470153221615	2.6076060693431393	3.499512008876741	-2.1843253399652554	-5.734222348325563
3001425825-DNA	5.009458639149711	-11.02183451981816	7.472567826926596	5.458599016804417	-2.1788357505606095
3001384568-DNA	4.331736053539507	-3.437998036198918	0.9854523867842404	-2.8201608378089533	3.832214963919835
3000891783-DNA	-0.7807129397924837	2.3545406800294693	-6.242523086289542	1.0323970263941447	-6.240908686935382
3001177351-DNA	-6.262487894775295	-9.700172030643653	1.6004720889358506	-2.799391657797111	-7.292802290021027
3000891851-DNA	2.1915026816301455	3.2856757345269445	-7.718131488008198	-1.1307534609821952	-4.854745633637136
3001065184-DNA	11.408497641492506	10.903093159131403	-6.023906217559956	-7.131285383051315	-0.8409282695607422
3000874519-DNA	11.07053370321907	2.6886628933091434	-7.356961431868225	1.7048902386272136	1.1331672658362857
3001060896-DNA	-0.7420329013186998	11.90084156919807	-5.980866568180481	5.490015370573613	-1.5983459235975992
3001184969-DNA	8.496701166512922	1.1899552006287115	10.208174311256355	5.888490336359732	-2.2576190260722115
3001185752-DNA	3.135146512117408	-4.9966571470027965	-2.542800250505232	-1.830153623888381	-3.286759108342667
3001225986-DNA	-8.934253961279556	-8.545262136953081	-4.354720879417791	-0.29187180938492685	2.678826427700998
3001087078-DNA	11.747674244027387	-4.557576920492242	-10.308632818647002	1.7886546018236504	-2.2600674622748835
3001231145-DNA	-0.124156544727992	4.53887390751213	7.437322192103678	-9.046673569195082	-4.022682311826461
3000886283-DNA	9.095581293242335	5.113923156422255	-6.697587636333764	-1.971008085256981	9.923966242041741
3001185736-DNA	12.942897617976055	3.608227962155565	5.069961175322646	-5.442967985632058	2.9519844237467594
3001076976-DNA	-1.6122755969461364	-5.9220606594688885	-4.4531868210992105	5.579795468596194	-7.546252019474976
3001221282-DNA	-11.028202673373746	1.9889222287531052	5.964289095261395	-7.902978492877175	3.2610222197444245
3001056136-DNA	-0.0877917806791318	1.9605582944089437	-9.781922281046839	-1.936816861896551	-2.48997416192029
3001378122-DNA	0.8252787114213028	9.933455072037212	3.9878948247240165	-2.8706807740458626	-1.9034200990229098
3000858131-DNA	-5.6729519032072355	10.567702399489564	-5.101813744227125	5.726227652805327	-5.577981907524093
3001065176-DNA	-7.538303950257621	-3.876170754151131	-4.729695977097726	0.5550115330077146	-5.095640249643368
3000879709-DNA	-10.089039897254066	2.8695795043604955	-4.783547817227724	-1.99110068756377	0.6753463923936248
3001324264-DNA	0.05368889447262747	-3.741986017130644	1.0802909770368148	0.4693137278880147	-4.422758780243099
3001347875-DNA	2.836700891302706	-7.387552270476562	2.051766085982287	-0.7637798790086436	2.5855301199664544
3000847929-DNA	-13.970991385483847	-3.218711058257579	-0.7101728809925809	-0.876077760253682	-2.7369273950924193
3001357226-DNA	4.643189893785804	-10.385183227810993	2.1366079147809454	-0.888976485398926	-2.5402557407023663
3000891771-DNA	4.875261868639509	7.226865695071733	-10.530079340924104	-1.312314239790456	-3.1140557102401942
3001344119-DNA	9.62773309700116	-4.6453168947293495	7.189498508418917	3.579050422854484	3.1597972391557345
3001231137-DNA	-9.299029908808388	4.418717620483717	4.295227010288653	4.1058292298090935	-2.3629957045512096
3001370807-DNA	4.229575784730877	-12.595257882631541	0.4174752203178557	-0.0251491078580767	-0.7181287730719108
3001212756-DNA	-9.48150783332776	-8.8957421731275	1.2924806687661208	1.838505180996447	0.16862239433425652
3001070226-DNA	2.7519943861877265	11.84880703914621	3.567095448975511	10.158684481776417	3.485635994725411
3001087062-DNA	-2.832646350494904	-3.8655309178457196	-3.894504835366625	3.0410815534996165	-3.1721105171528916
3001070218-DNA	2.814255609674998	7.835433257944533	-3.755839539300256	0.4306674104563575	7.2912084895521225
3001357258-DNA	7.535064523759629	-7.724209339738857	4.8602129543990005	-2.592995240700529	-1.473682524188037
3001370799-DNA	-5.925975719529729	-5.585627008968927	4.302694211433441	1.9469828013131796	0.8227587309723421
3001352795-DNA	1.2640223943886773	6.46145701597658	8.844293895715795	2.7292845880391234	-0.5401329802925733
3001326503-DNA	-14.270012384880502	-0.570248154883998	2.0735869882640086	-2.11853968964248	6.446075187619089
3000847949-DNA	-11.713469200807628	-7.954503280104195	-5.384600731888078	2.991496902240921	-4.150321974411625
3001198225-DNA	-13.678092478213806	-3.210453129130569	-2.4580623850570293	4.76771500116219	1.9001975631053662
3001097072-DNA	5.962492514090287	10.689064570651999	-1.5258685871113562	0.5650592215618105	-5.989750178678943
3000858874-DNA	-7.908761498368632	-10.024660129532078	-2.45763941008292	-4.62813891867678	-3.558448302688449
3000864467-DNA	-2.375643952223895	-3.356892951061795	-10.258925697178016	1.981115530962359	2.004327489819561
3000847945-DNA	1.982406238568696	-6.895445735977428	-7.560284996329863	6.053561854891497	-3.8080323522030395
3001326483-DNA	11.267878582011317	-8.805371439037312	5.414366110158279	-0.333455192323046	4.842431040967231
3000858123-DNA	-7.299848578906814	-0.8987085162594108	4.097141996360826	-1.6350175917017353	-6.938688368033294
3001427154-DNA	-3.0683390210979344	-3.0760044457268867	4.37396437964581	-6.475750496815758	-3.2596839547338337
3001222465-DNA	7.004995265746721	-3.045728368839502	2.692099267371708	-0.012811290093997812	-5.360198276733442
3001427175-DNA	-8.08664254815708	-5.1161702902935495	3.6347780548339057	-1.322969604206544	6.703625239803212
3001184953-DNA	3.1251328838322547	4.848382500000825	3.4485673748308803	12.19412708085407	1.5318783534937828
3001101006-DNA	3.5220963118496416	-11.476013038341998	-5.309333726920936	0.419141278284394	-0.6479635297154558
3001368261-DNA	0.30566301723524275	3.2084948936239526	5.623581806927661	-1.2402301269049512	-8.354818519853499
3000868694-DNA	4.91809087955678	2.9331229721944254	-10.466001260492156	2.3140569863040326	-1.2574479855139213
3001093737-DNA	9.169677136937613	3.724725047585858	-3.2136231579160497	6.12138282089814	0.07848639957118254
3001328927-DNA	-9.039321083533641	8.867511995060841	10.50888773535227	-0.8887679884316474	-3.0815970577299323
3001046450-DNA	-0.2490760493361514	5.111662694669757	-3.072526649180309	0.7277361333840165	-2.4540666403881826
3001231121-DNA	-1.990212044495193	-4.405829872122395	6.311330153280985	-6.294397976852644	0.7474382263919581
3000885580-DNA	6.739759062044543	12.9833841508293	-0.3054527431865685	2.61718262614797	0.961978302345277
3001045051-DNA	6.220551902222859	1.8635259606807064	-12.184107571094364	1.3248624711627468	1.2805979230821791
3001328911-DNA	-5.344195611409489	4.457120632186964	8.16799113539794	-3.7939230449436696	0.7904364721673502
3000885600-DNA	14.378082760279055	6.901114120204111	0.1286575528674509	5.0116525069443165	0.051109363677128004
3000883040-DNA	-4.289884281500029	-2.9416507209337817	-7.002002326285917	3.4121547687470604	-5.6983133345426
3001222477-DNA	3.924841066584298	-6.3738180095665955	2.1709649140479588	-0.7736116904314597	-1.4930845916747169
3001384576-DNA	3.400989209078359	-10.742598543203652	3.0674436140036483	-7.955513590952427	-2.2727164987863584
3001439971-DNA	1.4175072410923373	-2.8824977114543375	3.1298461453142177	-2.1569206609234373	-3.0784985011889434
3001215710-DNA	5.008582313661202	-0.8281488336811622	0.7964083138596949	5.148074040864315	1.6515784073715736
3001336356-DNA	3.5182983157098953	-3.2330951727902137	3.3578177457061815	-6.965976077560544	-3.579460544666866
3001359894-DNA	-6.858040703311012	3.5486070594175576	8.869226897171025	-1.981676007040194	-6.996056996032293
3001172810-DNA	-10.315134982755916	0.821870936152972	5.071498880383581	0.6547072535125983	6.458954129931794
3001332927-DNA	8.314458069528044	-1.9188434633110385	4.107643764511722	-10.653690008095825	8.206366854166125
3001090058-DNA	4.824429373310663	1.908131912697934	-8.941588191160221	7.915009834605975	0.5445003978192456
3001428260-DNA	-3.952484143508369	1.4036471461012534	7.909301757536705	2.7235809415381427	-0.7508323263257541
3001065168-DNA	-1.2029380044945384	0.42291679054686393	-4.27109695016343	0.1964001565826047	6.278528059955903
3001198169-DNA	-11.425283574877728	-1.227106569907185	1.5558457823874332	-6.832219727538977	-0.21358653246118722
3001361919-DNA	4.650378990975997	7.85028985629321	9.325685838622574	5.352787294941899	-3.2388310969014076
3000852216-DNA	-15.475065587198511	1.6080187716944152	-11.146243472666319	3.159410112821767	4.2525056848572405
3001378114-DNA	0.6079041596012437	-5.927098659326241	-5.9779639437383105	-0.6875861238798054	6.595313640029912
3001048314-DNA	-13.320511662547764	2.9707947407774395	-5.125527848664442	-3.0882415521932414	-0.05717424519597608
3001215694-DNA	17.09421627392152	-5.405610922024078	5.728361379059898	-2.020084712055421	2.673251386899471
3001379500-DNA	4.479132656310871	0.20141499300563304	4.219617938073215	-2.96541858830056	-3.0146613392243733
3001206725-DNA	3.4573044677233873	0.23230916711709917	3.2598031533859078	-6.93049578756047	10.527478369885307
3000885572-DNA	13.473798887658461	-2.618218835225717	-4.769520414307927	-4.720456004416932	-3.5363786721067254
3001053923-DNA	-8.558238063897814	-8.141131457738698	-6.466718688565451	-2.9166000983715037	0.29562572425269834
3000883072-DNA	5.660103025287857	0.816945538793794	-9.157320744066253	-0.42786921887567103	-7.530009567106224
3000864431-DNA	-8.414950729997669	7.931478113975118	-0.4547200111992597	-3.171672174577919	-0.6609634446112868
3001063053-DNA	0.9137549937494602	2.9507969107986947	-0.055845576892716686	7.350203794134932	3.5643911925920766
3001222449-DNA	13.927534766025811	-5.798436006225169	3.6343653397170277	-4.197571213349633	-0.9991765526453242
3001361935-DNA	2.792655751958901	1.2074139671705155	3.7979759698036233	-2.7065970995970456	-9.967283513048562
3001341747-DNA	-2.175503734741307	-0.3096022032631694	-0.8216018348275762	-3.852348419050791	1.5099011627529346
3001428244-DNA	6.182088926062667	-11.618249428437613	1.719956293774375	0.5691280318121057	-1.9033525241662415
3001212748-DNA	-18.619216261337215	-2.8655376989521955	-2.9870108436780116	3.7320818823215673	2.1860785745456863
3001323197-DNA	11.77122183160677	-2.5696933072830563	7.669672451482027	0.57077522094314	-1.1210015728781804
3001184945-DNA	8.17744164024826	6.177538778007054	8.592317927754914	-7.238794228185428	-0.981974917056806
3000858866-DNA	-10.853465123041675	-2.856482592952307	-6.534935222506336	1.2094528374682807	0.5522576511245735
3001215725-DNA	15.803126377514813	-7.511214811454211	1.943081222344033	-7.371598251070448	2.31905444151635
3001369378-DNA	12.727821395611507	-1.7336801661380474	4.894287148421026	2.54243747378924	0.9184294502068141
3001071364-DNA	7.047443240799331	-6.4251499539424834	-9.233523962552868	3.117782246975539	1.9870705823721948
3001195230-DNA	-5.626163153051631	5.4174739236102605	7.832193481613399	0.20735387420343	-1.7761941001647163
3001168525-DNA	11.516261852842888	-0.4229509244536259	12.916681145243572	18.34893904758342	3.460372963840862
3001201470-DNA	10.27918189348079	0.9694408712911594	5.513547803151749	-10.676877580680088	1.975747425283436
3001221246-DNA	-12.033686383948536	2.782578881452559	3.935012823294918	-7.80005084562287	9.001807645140564
3000874503-DNA	-4.083944185307793	-5.624595425468895	-1.6757401623719457	7.379271119318511	2.035084940245747
3001101039-DNA	7.157106739041883	1.7867006158693426	2.5521673694343705	-5.557976649627462	6.546608015540794
3001348312-DNA	1.069377970148462	-1.2513770109254554	7.456650491529283	-5.672242676572661	1.140498732070351
3001341755-DNA	-5.7853906427997615	0.7344105804425446	0.5789020338725723	-0.9728687324341972	4.615891579680591
3001351690-DNA	5.306003928276493	13.86331465443234	4.734016009329078	1.0095988750545186	1.3444185807698017
3001172778-DNA	2.4113303047968686	-13.479469809556694	3.4902514550157777	6.014210700689201	2.4412783354278673
3001344083-DNA	2.3563024765558436	-3.762027976481427	-1.1021042873695832	4.340086472248734	-5.2554529879046585
3001201505-DNA	12.914558794788812	-1.942122921561671	4.3523480356332	-1.4257417359828477	1.0443565292244574
3001326467-DNA	-8.934135498051019	-0.4360624855372785	2.084200619215415	-5.1838544957168615	1.393069768788543
3001347857-DNA	-3.686562810744383	-3.6142306729224565	9.472394416347317	4.013256201401689	5.9983188418374365
3000867627-DNA	7.644506150409386	8.78884859710039	-4.818311341161162	3.4323096981061685	0.06876813037006407
3001322441-DNA	-10.199821559146002	-9.396469370056066	-0.2719459862334444	-6.429776469829609	1.0423331766755066
3001323173-DNA	-7.521165182912298	-2.337900925201885	4.078305018803863	2.6885728085972485	-1.677958579600534
3001332911-DNA	1.1923434741190841	-6.190567068155156	-0.7521135246539062	4.7867494382823494	0.6090680632966744
3001421314-DNA	6.896268892789081	-2.3231502465224954	7.348840603293834	-1.3285708993528207	3.791478619602977
3001071356-DNA	3.654581694986711	1.5492580353519037	-10.03429199877155	-1.2008427535249626	6.8854700827483635
3001198161-DNA	-10.973369557158774	-11.837600450278327	-4.447227965789949	-1.8402642108269214	0.9311839293022911
3001421342-DNA	-1.0863452218573615	-9.642127981671806	-0.25664935975392966	1.5967112868968634	4.659784085551488
3001087070-DNA	-3.6274102933729746	4.348116520518681	-7.565007831028827	6.912413209810659	-2.8123196530147205
3001048322-DNA	9.02289540736059	-1.6457102758031057	-5.079847275076883	-0.347802448138316	0.41538570261474256
3001172140-DNA	-2.961185578868112	11.359265016174374	5.468796233105842	1.826449405947411	9.03917731207123
3000852236-DNA	-16.248889636426178	10.115957930980201	-0.6445506358503504	-2.798916582145765	-1.0352780901324425
