,taxon,variable,test,statistic,p-value,mean_Mild,mean_Severe,mean_Asymptomatic,species_name,time_point
0,Streptococcus.pneumoniae,Symptoms,Kruskal-Wallis,3.4556374184786023,0.17767154088440626,2.808132252248875,3.3148391251827407,1.6991909110964254,Streptococcus.pneumoniae,Prior
1,Haemophilus.influenzae,Symptoms,Kruskal-Wallis,2.935616518552365,0.23042997488941164,0.41499216700334696,1.0294032479835074,1.5443476012363258,Haemophilus.influenzae,Prior
