,taxon,variable,test,statistic,p-value,mean_2,mean_1,mean_3,mean_0,mean_4,species_name,time_point
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,5.465750097162868,0.2427565180422435,3.074039997599018,2.3501800241458515,2.9902252109367957,1.6991909110964254,6.23636435339624,Streptococcus.pneumoniae,Prior
1,Haemophilus.influenzae,Severity,Kruskal-Wallis,6.929829918753342,0.13964318459123012,0.7842467579102627,-0.2209462951141188,0.33150978182948837,1.5443476012363258,7.310444443369679,Haemophilus.influenzae,Prior
