,taxon,variable,test,statistic,p-value,mean_0,mean_2,mean_3,mean_1,mean_4,species_name,time_point
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,2.4906917328609666,0.6463033545523963,2.1412209230498003,2.3940522719553656,1.7550488226162386,3.0485882258502994,2.3921060574595923,Streptococcus.pneumoniae,Post
1,Haemophilus.influenzae,Severity,Kruskal-Wallis,5.360561719127986,0.25226080409551177,1.3035471928506939,1.1289997932845068,-1.0611093922537156,-0.2553980696710474,5.025719656136242,Haemophilus.influenzae,Post
