,taxon,variable,test,statistic,p-value,mean_0,mean_2,mean_1,mean_3,mean_4,species_name
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,8.028336814067188,0.09054567852770366,2.0967076157242874,2.8944387016795003,3.08231287442673,2.788007488276143,4.791530823602554,Streptococcus.pneumoniae
1,Haemophilus.influenzae,Severity,Kruskal-Wallis,13.426877608901918,0.009367821589166983,1.7034098521633374,1.0843744473475616,0.2806591093549071,0.24333539201105547,6.253628124473739,Haemophilus.influenzae
