,taxon,variable,test,statistic,p-value,mean_0,mean_2,mean_4,mean_3,mean_1,species_name,time_point
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,5.465750097162868,0.2427565180422435,1.6991909110964254,3.0740399975990185,6.23636435339624,2.990225210936796,2.3501800241458515,Streptococcus.pneumoniae,Prior
1,Moraxella.catarrhalis,Severity,Kruskal-Wallis,3.262284930813877,0.5149299968277048,2.961885440408017,2.152103944954368,4.57600197556237,1.3908238317148265,2.4246187357770768,Moraxella.catarrhalis,Prior
