,taxon,variable,test,statistic,p-value,mean_Asymptomatic,mean_Mild,mean_Severe,species_name,time_point
0,Streptococcus.pneumoniae,Symptoms,Kruskal-Wallis,1.6639064851629826,0.4351984075447123,2.1412209230498003,2.6469411632329534,1.8346809769716579,Streptococcus.pneumoniae,Post
1,Haemophilus.influenzae,Symptoms,Kruskal-Wallis,1.3714297347081015,0.5037300006994788,1.3035471928506939,0.594118800778952,-0.3002557612049708,Haemophilus.influenzae,Post
