,taxon,variable,test,statistic,p-value,mean_Asymptomatic,mean_Mild,mean_Severe,species_name
0,Streptococcus.pneumoniae,Symptoms,Kruskal-Wallis,6.194573405501842,0.0451716002462731,2.0967076157242874,2.964560752071072,3.0026707027754016,Streptococcus.pneumoniae
1,Haemophilus.influenzae,Symptoms,Kruskal-Wallis,4.916006762680809,0.08560570239061834,1.7034098521633374,0.7843961873925567,0.8872953276320574,Haemophilus.influenzae
