,taxon,variable,test,statistic,p-value,mean_Mild,mean_Asymptomatic,mean_Severe,species_name,time_point
0,Streptococcus.pneumoniae,Symptoms,Kruskal-Wallis,2.6597269544651,0.2645133709323016,3.4061986786050498,2.4589846187194526,3.6248940610110574,Streptococcus.pneumoniae,Acute
1,Moraxella.catarrhalis,Symptoms,Kruskal-Wallis,0.7957485920357783,0.6717464635603727,2.80888276975597,3.324389855031285,2.6665090330681975,Moraxella.catarrhalis,Acute
