,taxon,variable,test,statistic,p-value,mean_2,mean_1,mean_3,mean_4,mean_0,species_name
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,3.7217520312354964,0.4449701229451486,285.71714584527626,297.3557040626503,238.65679883915757,223.46677873559497,215.84763936504197,Streptococcus.pneumoniae
1,Haemophilus.influenzae,Severity,Kruskal-Wallis,5.774274312383454,0.21665171408220002,99.88229198109752,97.90200843932682,-2.1171679771561593,224.93014033343448,193.2293335682088,Haemophilus.influenzae
2,Moraxella.catarrhalis,Severity,Kruskal-Wallis,5.188958809229007,0.2684527830974043,176.14007109718779,283.1588663864152,207.48269558664344,-27.45374508048106,283.3086234060934,Moraxella.catarrhalis
