,taxon,variable,test,statistic,p-value,mean_Mild,mean_Asymptomatic,mean_Severe,species_name,time_point
0,Bacteria: Streptococcus pneumoniae,Symptoms,Kruskal-Wallis,1.5482528119120735,0.4611064249261393,17.620253488372093,12.71144761904762,20.818022222222222,Streptococcus pneumoniae,Acute
1,Bacteria: Haemophilus influenzae,Symptoms,Kruskal-Wallis,1.7171089287478731,0.4237742205105288,11.814123255813954,11.567519047619049,23.95641111111111,Haemophilus influenzae,Acute
