,taxon,variable,test,statistic,p-value,mean_Mild,mean_Severe,mean_Asymptomatic,species_name,time_point
0,Bacteria: Streptococcus pneumoniae,Symptoms,Kruskal-Wallis,1.8697392372666521,0.39263705475019095,4.48105306122449,4.7424,8.082295833333333,Streptococcus pneumoniae,Prior
1,Bacteria: Haemophilus influenzae,Symptoms,Kruskal-Wallis,1.531748946439021,0.464927186782918,5.565148979591837,15.658719999999999,6.9577583333333335,Haemophilus influenzae,Prior
