,taxon,variable,test,statistic,p-value,mean_1,mean_0,mean_2,mean_3,mean_4,species_name,time_point
0,Bacteria: Streptococcus pneumoniae,Severity,Kruskal-Wallis,6.299958110169401,0.17783915375105358,2.5377222222222224,8.082295833333333,5.609438709677419,2.892488888888889,21.3916,Streptococcus pneumoniae,Prior
1,Bacteria: Haemophilus influenzae,Severity,Kruskal-Wallis,6.168353589801111,0.18692335622685324,1.064,6.9577583333333335,8.178719354838709,10.706433333333333,60.2293,Haemophilus influenzae,Prior
