,taxon,variable,test,statistic,p-value,mean_2,mean_3,mean_0,mean_1,mean_4,species_name
0,Bacteria: Streptococcus pneumoniae,Severity,Kruskal-Wallis,3.469498696656358,0.4825312648897282,7.7607462499999995,9.2714,8.423860317460319,12.901509803921568,15.4959,Streptococcus pneumoniae
1,Bacteria: Haemophilus influenzae,Severity,Kruskal-Wallis,18.902290897578865,0.0008214546186572334,13.14825625,12.614866666666666,8.557414285714286,0.851613725490196,56.23996666666667,Haemophilus influenzae
