,taxon,variable,test,statistic,p-value,mean_2,mean_1,mean_0,mean_3,mean_4,species_name
0,Streptococcus.pneumoniae,Severity,Kruskal-Wallis,3.7217520312354964,0.4449701229451486,285.71714584527615,297.3557040626503,215.84763936504197,238.65679883915757,223.46677873559497,Streptococcus.pneumoniae
1,Haemophilus.influenzae,Severity,Kruskal-Wallis,5.774274312383568,0.2166517140821909,99.88229198109754,97.90200843932686,193.2293335682088,-2.1171679771561527,224.93014033343448,Haemophilus.influenzae
2,Moraxella.catarrhalis,Severity,Kruskal-Wallis,5.188958809229007,0.2684527830974043,176.14007109718779,283.15886638641524,283.3086234060934,207.48269558664342,-27.45374508048106,Moraxella.catarrhalis
